clg_name,rating,fees,pkg,STATE,CLG_ID
"Narasaraopeta Engineering College - [NEC], Guntur",8.3,60400,1000000,AP,APNa8
"Gudlavalleru Engineering College - [GEC], Krishna",8.3,65000,1200000,AP,APGu8
"Vignan's Foundation for Science, Technology, and Research, Guntur",8.3,120000,1243000,AP,APVi8
"Guntur Engineering College - [GEC], Guntur",8.4,35000,300000,AP,APGu8
"Shri Krishna University - [SKU], Chhatarpur",8.4,46000,600000,AP,APSh8
"G. Pulla Reddy Engineering College - [GPREC], Kurnool",8.4,80000,4200000,AP,APG.8
"Sri Krishna College of Technology - [SKCT], Coimbatore",8.4,200000,1470000,AP,APSr8
"K L University - [KLU], Guntur",8.4,240000,2500000,AP,APK 8
"Sri Sivani College of Engineering - [SSCE], Srikakulam",8.6,35000,1000000,AP,APSr8
"University College of Engineering, JNTUK, Vizianagaram",8.7,15300,360000,AP,APUn8
"Vignan's Institute of Information Technology - [VIIT], Visakhapatnam",8.7,52000,500000,AP,APVi8
"Pydah College of Engineering, Kakinada, East Godavari",8.7,106850,520000,AP,APPy8
"Gates Institute of Technology-[GIT], Anantapur",8.9,41000,1000000,AP,APGa8
"NETES Institute of Technology and Science - [NITS] Mirza, Kamrup",5.8,90000,300000,AS,ASNE5
"Jorhat Institute of Science and Technology - [JIST], Jorhat",7.1,,350000,AS,ASJo7
"Bineswar Brahma Engineering College- [BBEC], Kokrajhar",7.1,12800,650000,AS,ASBi7
"Central Institute of Technology - [CIT], Kokrajhar",7.2,52000,1000000,AS,ASCe7
"Jorhat Engineering College - [JEC], Jorhat",7.8,11000,1000000,AS,ASJo7
"Supaul College of Engineering - [SCE], Supaul",6.0,,1400000,BR,BRSu6
"Saharsa College of Engineering - [SCE], Saharsa",7.1,,450000,BR,BRSa7
"PES College of Engineering - [PESCOE], Aurangabad",7.2,87054,450000,BR,BRPE7
"Gaya College of Engineering, Gaya",7.2,100000,4060000,BR,BRGa7
"GS Mandal's Marathwada Institute of Technology - [MIT], Aurangabad",7.2,101000,700000,BR,BRGS7
"Jawaharlal Nehru Engineering College - [JNEC], Aurangabad",7.2,169000,1600000,BR,BRJa7
"Nalanda Institute of Technology - [NIT], Bhubaneswar",7.3,86500,1500000,BR,BRNa7
"Sityog Institute of Technology, Aurangabad",7.3,111000,1000000,BR,BRSi7
"Birla Institute of Technology - [BIT], Patna",7.3,295000,900000,BR,BRBi7
"Maharashtra Institute of Technology - [MIT], Aurangabad",7.5,101200,3100000,BR,BRMa7
"Biju Patnaik University of Technology - [BPUT], Rourkela",7.5,235000,1600000,BR,BRBi7
"Aryabhatta Knowledge University - [AKU], Patna",7.6,,2743000,BR,BRAr7
"Aurangabad College of Engineering - [ACE], Aurangabad",7.6,60500,260000,BR,BRAu7
"Bhagalpur College of Engineering - [BCE], Bhagalpur",7.6,112500,650000,BR,BRBh7
"Government College of Engineering - [GECA], Aurangabad",7.7,65839,540000,BR,BRGo7
"Gayatri Vidya Parishad College of Engineering For Women - [GVPW], Visakhapatnam",7.7,97600,500000,BR,BRGa7
"Netaji Subhas Institute of Technology - [NSIT], Patna",7.7,108300,1200000,BR,BRNe7
"National Institute of Electronics and Information Technology - [NIELIT], Aurangabad",7.8,83250,500000,BR,BRNa7
"Amity University, Patna",7.8,159000,4000000,BR,BRAm7
"Katihar Engineering College - [KEC], Katihar",7.9,,1240000,BR,BRKa7
"Muzaffarpur Institute of Technology - [MIT], Muzaffarpur",7.9,100000,423000,BR,BRMu7
"National Institute of Technology - [NITP], Patna",7.9,165700,4150000,BR,BRNa7
"Saranathan College of Engineering - [SCE], Tiruchirappalli",8.0,65000,700000,BR,BRSa8
"Gayatri Vidya Parishad College of Engineering, Visakhapatnam",8.0,69000,900000,BR,BRGa8
"Bakhtiyarpur College of Engineering - [BCE], Patna",8.2,,4400000,BR,BRBa8
"Darbhanga College of Engineering - [DCE], Darbhanga",8.2,29130,400000,BR,BRDa8
"Government Engineering College - [GEC], Gopalganj",8.5,100000,560000,BR,BRGo8
"IIT Patna - Indian Institute of Technology - [IITP], Patna",8.5,270250,12000000,BR,BRII8
"Nalanda College of Engineering - [NCE], Chandi",8.7,12920,364000,BR,BRNa8
"Shri Rawatpura Sarkar University - [SRU], Raipur",6.6,45200,2000000,CH,CHSh6
"Dr. C.V. Raman University - [CVRU], Bilaspur",6.9,50700,1150000,CH,CHDr6
"Dr. B.C. Roy Engineering College - [BCREC], Durgapur",7.1,108980,435000,CH,CHDr7
"Bhilai Institute of Technology - [BIT], Durg",7.3,81400,1000000,CH,CHBh7
"MATS University, Raipur",7.6,72000,450000,CH,CHMA7
"Chouksey Engineering College - [CEC], Bilaspur",7.7,60000,480000,CH,CHCh7
"Government Engineering College - [GEC], Raipur",7.7,82780,203000,CH,CHGo7
"Amity University, Raipur",7.7,86000,1358000,CH,CHAm7
"National Institute of Technology - [NIT], Raipur",7.7,140600,7400000,CH,CHNa7
"Bhilai Institute of Technology - [BITR], Raipur",7.9,79214,870000,CH,CHBh7
"OP Jindal University - [OPJU], Raigarh",7.9,135000,320000,CH,CHOP7
"Raipur Institute of Technology - [RITEE], Raipur",7.9,304000,350000,CH,CHRa7
"Columbia Institute of Engineering and Technology - [CIET], Raipur",8.0,,850000,CH,CHCo8
"Govt Engineering College, Bilaspur",8.0,12725,1200000,CH,CHGo8
"Lakhmi Chand Institute of Technology - [LCIT], Bilaspur",8.0,68000,797000,CH,CHLa8
"Bengal College of Engineering and Technology - [BCET], Durgapur",8.0,86900,1500000,CH,CHBe8
"Shri Shankaracharya Institute of Professional Management and Technology - [SSIPMT], Raipur",8.2,72230,240000,CH,CHSh8
"Chhatrapati Shivaji Institute of Technology - [CSIT], Durg",8.3,75000,1200000,CH,CHCh8
"International Institute of Information Technology - [IIIT] Naya Raipur, Raipur",8.4,180150,1000000,CH,CHIn8
"Bengal College of Engineering - [BCE], Durgapur",8.6,98500,340000,CH,CHBe8
"National Institute of Technology - [NIT], Durgapur",8.6,186100,4000000,CH,CHNa8
"Chhattisgarh Engineering College - [CEC], Durg",8.8,60000,360000,CH,CHCh8
"ICFAI University, Raipur",8.9,100000,800000,CH,CHIC8
"Yadavrao Tasgaonkar Institute of Engineering and Technology - [YTIET], Raigarh",9.3,66000,2516000,CH,CHYa9
"Delhi Institute of Engineering and Technology - [DIET], Meerut",5.4,55000,300000,DL,DLDe5
"Amity School of Engineering & Technology - [ASET], New Delhi",6.7,,325000,DL,DLAm6
"Dr. Akhilesh Das Gupta Institute of Technology & Management - [ADGITM], New Delhi",7.1,118800,3800000,DL,DLDr7
"Delhi Technical Campus - [DTC], Greater Noida",7.1,124250,1000000,DL,DLDe7
"National Institute of Technology - [NIT], New Delhi",7.3,178200,360000,DL,DLNa7
"Maharaja Surajmal Institute of Technology - [MSIT], New Delhi",7.4,156300,630000,DL,DLMa7
"SRMIST Delhi NCR Campus, Ghaziabad",7.4,221000,650000,DL,DLSR7
"Netaji Subhas University of Technology - [NSUT], New Delhi",7.4,229000,4000000,DL,DLNe7
"Bhagwan Parshuram Institute of Technology - [BPIT], New Delhi",7.5,97800,350000,DL,DLBh7
"Bharati Vidyapeeth's College of Engineering - [BVCOE], New Delhi",7.5,130200,7000000,DL,DLBh7
"Guru Tegh Bahadur Institute of Technology - [GTBIT], New Delhi",7.5,142800,1356000,DL,DLGu7
"Maharaja Agrasen Institute of Technology - [MAIT], New Delhi",7.5,143200,3500000,DL,DLMa7
"Guru Gobind Singh Indraprastha University - [GGSIPU], New Delhi",7.6,132000,3200000,DL,DLGu7
"Indira Gandhi Delhi Technical University For Women -[IGDTUW], New Delhi",7.8,88000,1400000,DL,DLIn7
"SRM University Delhi NCR, Sonepat",7.9,216000,2000000,DL,DLSR7
"HMR Institute of Technology & Management - [HMRITM], New Delhi",8.0,115800,3200000,DL,DLHM8
"Delhi Technical Campus - [DTC], Jhajjar",8.1,69500,1150000,DL,DLDe8
"Ganga Group of Institutions - [GGI], New Delhi",8.1,78000,1100000,DL,DLGa8
"Delhi Institute of Tool Engineering - [DITE], New Delhi",8.2,,500000,DL,DLDe8
"Jamia Millia Islamia University-[JMI], New Delhi",8.2,16150,1701000,DL,DLJa8
"Delhi Technological University - [DTU], New Delhi",8.2,219000,1750000,DL,DLDe8
"GB Pant Delhi Skill and Entrepreneurship University, Okhla-I Campus, New Delhi",8.3,40000,2400000,DL,DLGB8
"Delhi Engineering College, Faridabad",8.3,75000,400000,DL,DLDe8
"University School of Information, Communication and Technology - [USICT], New Delhi",8.3,102000,450000,DL,DLUn8
"Indraprastha Institute of Technology and Management - [IITM], New Delhi",8.3,125000,625000,DL,DLIn8
"IIT Delhi - Indian Institute of Technology [IITD], New Delhi",8.7,254650,19800000,DL,DLII8
"Indraprastha Institute of Information Technology - [IIITD], New Delhi",8.7,462000,2249000,DL,DLIn8
"Goa College of Engineering - [GEC], Ponda",6.0,59500,510000,GA,GAGo6
"National Institute of Technology - [NIT], South Goa",7.6,143200,500000,GA,GANa7
"IIT Goa - Indian Institute of Technology - [IITG], Ponda",8.5,215800,660000,GA,GAII8
"Birla Institute of Technology and Science - [BITS], South Goa",8.6,571575,3125000,GA,GABi8
"Saffrony Institute of Technology & S.P.B. Patel Engineering College, Ahmedabad",4.7,81150,300000,GJ,GJSa4
"Government Engineering College - [GEC], Rajkot",5.1,1500,2200000,GJ,GJGo5
"Amiraj College of Engineering and Technology- [ACET], Ahmedabad",5.4,30000,300000,GJ,GJAm5
"KJ Institute of Engineering and Technology - [KJIT], Vadodara",5.5,60000,540000,GJ,GJKJ5
"Government Engineering College, Valsad",6.0,1500,500000,GJ,GJGo6
"Parul Institute of Engineering and Technology - [PIET], Vadodara",6.0,90300,320000,GJ,GJPa6
"Dr. Subhash University, Junagadh",6.3,77175,450000,GJ,GJDr6
"Government Engineering College, Patan",6.6,1500,330000,GJ,GJGo6
"Government Engineering College -[GEC], Gandhinagar",6.6,18000,500000,GJ,GJGo6
"Anand International College of Engineering, Jaipur",6.6,85000,1000000,GJ,GJAn6
"Drs. Kiran and Pallavi Patel Global University, Vadodara",6.7,117600,526000,GJ,GJDr6
"Om Engineering College - [OEC], Junagadh",7.1,67000,1300000,GJ,GJOm7
"Anand Institute of Higher Technology - [AIHT], Chennai",7.2,50000,1250000,GJ,GJAn7
"L.J. Institute of Engineering and Technology - [LJIET], Ahmedabad",7.2,73000,1000000,GJ,GJL.7
"Universal College of Engineering and Technology - [UCET], Gandhinagar",7.3,,480000,GJ,GJUn7
"Ahmedabad Institute of Technology, Ahmedabad",7.3,71000,1500000,GJ,GJAh7
"Institute of Infrastructure Technology Research and Management - [IITRAM], Ahmedabad",7.3,89500,850000,GJ,GJIn7
"Shah and Anchor Kutchhi Engineering College - [SAKEC], Mumbai",7.3,133263,507000,GJ,GJSh7
"Government Engineering College - [GEC], Bhavnagar",7.4,1500,1500000,GJ,GJGo7
"Shantilal Shah Engineering College - [SSEC], Bhavnagar",7.4,2800,650000,GJ,GJSh7
"Charotar University of Science and Technology - [CHARUSAT], Anand",7.4,128000,1000000,GJ,GJCh7
"Adani Institute of Infrastructure Engineering - [AIIE], Ahmedabad",7.4,165000,420000,GJ,GJAd7
"Madhuben & Bhanubhai Patel Institute of Technology - [MBPIT], Anand",7.5,71000,1240000,GJ,GJMa7
"VVP Engineering College - [VVPEC], Rajkot",7.5,93000,400000,GJ,GJVV7
"Sarvajanik College of Engineering and Technology - [SCET], Surat",7.5,118000,700000,GJ,GJSa7
"Gujarat Power Engineering and Research Institute - [GPERI], Mehsana",7.6,40000,500000,GJ,GJGu7
"Vadodara Institute of Engineering, Vadodara",7.6,61000,375000,GJ,GJVa7
"Shree Swaminarayan Institute of Technology- [SSIT], Gandhinagar",7.6,61000,255108,GJ,GJSh7
"Anand Engineering College - [AEC], Agra",7.6,117625,3600000,GJ,GJAn7
"Central Institute of Petrochemicals Engineering & Technology - [CIPET], Ahmedabad",7.7,65000,1500000,GJ,GJCe7
"Shri S'ad Vidya Mandal Institute of Technology - [SVMIT], Surat",7.7,70000,1000000,GJ,GJSh7
"Laxmi Institute of Technology - [LIT], Valsad",7.7,72000,5800000,GJ,GJLa7
"Silver Oak College of Engineering and Technology - [SOCET], Ahmedabad",7.7,78000,320000,GJ,GJSi7
"Navrachana University - [NUV], Vadodara",7.7,114000,6000000,GJ,GJNa7
"Rai University - [RU], Ahmedabad",7.8,71600,520000,GJ,GJRa7
"SAL College of Engineering - [SCE], Ahmedabad",7.8,74000,580000,GJ,GJSA7
"Indian Institute of Information Technology Vadodara - [IIIT-V], Gandhinagar",7.8,235720,512000,GJ,GJIn7
"Indus University, Ahmedabad",7.9,101000,650000,GJ,GJIn7
"LDRP Institute of Technology and Research - [LDRPITR], Gandhinagar",7.9,108000,2100000,GJ,GJLD7
"Vishwakarma Government Engineering College - [VGEC], Ahmedabad",8.0,1500,700000,GJ,GJVi8
"Noble Group of Institution - [NGI], Junagadh",8.0,55000,350000,GJ,GJNo8
"Gandhinagar Institute of Technology - [GIT], Gandhinagar",8.0,62000,1000000,GJ,GJGa8
"ITM Vocational University - [ITMVU], Vadodara",8.0,69500,4500000,GJ,GJIT8
"Sardar Vallabhbhai Patel Institute of Technology - [SVIT] Vasad, Anand",8.0,74000,9000000,GJ,GJSa8
"ITM SLS Baroda University, Vadodara",8.0,98000,1200000,GJ,GJIT8
"Darshan University - [DU], Rajkot",8.0,160000,340000,GJ,GJDa8
"Sardar Vallabhbhai National Institute of Technology - [SVNIT], Surat",8.0,169000,760000,GJ,GJSa8
"Faculty of Technology and Engineering, Maharaja Sayajirao University of Baroda, Vadodara",8.1,7640,2580000,GJ,GJFa8
"Hasmukh Goswami College of Engineering - [HGCE], Ahmedabad",8.1,61000,360000,GJ,GJHa8
"GLS University, Ahmedabad",8.1,100000,5400000,GJ,GJGL8
"GSFC University, Vadodara",8.1,116250,13000000,GJ,GJGS8
"Parul University, Vadodara",8.1,137800,36700000,GJ,GJPa8
"Pandit Deendayal Energy University - [PDEU], Gandhinagar",8.1,259000,1000000,GJ,GJPa8
"L.D. College of Engineering - [LDCE], Ahmedabad",8.3,800,650000,GJ,GJL.8
"Government Engineering College - [GEC], Banaskantha",8.3,1500,80000,GJ,GJGo8
"RK University - [RKU], Rajkot",8.3,76500,1800000,GJ,GJRK8
"Shree Swami Atmanand Saraswati Institute of Technology - [SSASIT], Surat",8.3,76500,1400000,GJ,GJSh8
"Marwadi University - [MU], Rajkot",8.3,115000,1660000,GJ,GJMa8
"Indian Institute of Information Technology - [IIIT], Surat",8.3,166000,11200000,GJ,GJIn8
"Institute of Technology, Nirma University, Ahmedabad",8.3,221200,850000,GJ,GJIn8
"Nirma University - [NU], Ahmedabad",8.3,221200,970000,GJ,GJNi8
"CEPT University, Ahmedabad",8.3,348800,500000,GJ,GJCE8
"Atmiya University, Rajkot",8.4,81000,4600000,GJ,GJAt8
"Karnavati University - [KU], Gandhinagar",8.4,107000,4300000,GJ,GJKa8
"Anant National University - [AnantU], Ahmedabad",8.4,290000,809000,GJ,GJAn8
"Government Engineering College - [GEC], Bharuch",8.5,1500,268000,GJ,GJGo8
"Balaji Engineering College, Junagadh",8.5,55000,850000,GJ,GJBa8
"National Institute of Technology - [NITK], Surathkal",8.5,157280,1110000,GJ,GJNa8
"Pandit Deendayal Energy University, School of Technology - [PDEU SOT], Gandhinagar",8.5,253000,400000,GJ,GJPa8
"Sigma Institute of Engineering, Vadodara",8.6,60000,350000,GJ,GJSi8
"Ganpat University - [GUNI], Mehsana",8.7,108000,1420000,GJ,GJGa8
"Dhirubhai Ambani Institute of Information and Communication Technology - [DA-IICT], Gandhinagar",8.7,172000,700000,GJ,GJDh8
"IIT Gandhinagar - Indian Institute of Technology - [IITG], Gandhinagar",8.7,229426,6800000,GJ,GJII8
"Pacific School of Engineering - [PSE], Surat",9.0,52500,1202000,GJ,GJPa9
"P.P. Savani University, Surat",9.0,111500,1450000,GJ,GJP.9
"IEC University Baddi - [ICEU], Solan",6.5,118600,2800000,HP,HPIE6
"Career Point University - [CPU], Hamirpur",6.8,105000,350000,HP,HPCa6
"Indus International University - [IIU], Una",6.8,110000,2100000,HP,HPIn6
"Dr. C.V. Raman University - [CVRU], Bilaspur",6.9,50700,1150000,HP,HPDr6
"Green Hills Engineering College, Solan",7.2,80700,600000,HP,HPGr7
"AP Goyal Shimla University, Shimla",7.5,141000,3000000,HP,HPAP7
"University Institute of Information Technology, Himachal Pradesh University - [UIIT], Shimla",7.6,122010,750000,HP,HPUn7
"Chouksey Engineering College - [CEC], Bilaspur",7.7,60000,480000,HP,HPCh7
"Arni University, Kangra",7.7,105000,1100000,HP,HPAr7
"Indian Institute of Information Technology - [IIIT], Una",7.7,245000,1200000,HP,HPIn7
"Rajiv Gandhi govt. Engineering college -[RGGEC], Kangra",7.9,61070,4200000,HP,HPRa7
"Govt Engineering College, Bilaspur",8.0,12725,1200000,HP,HPGo8
"Lakhmi Chand Institute of Technology - [LCIT], Bilaspur",8.0,68000,797000,HP,HPLa8
"Himachal Institute of Engineering and Technology - [HIET], Kangra",8.0,73000,790000,HP,HPHi8
"Eternal University - [EU], Sirmaur",8.0,118000,1000000,HP,HPEt8
"Jaypee University of Information Technology - [JUIT], Solan",8.0,241000,20200000,HP,HPJa8
"Bahra University - [BU], Solan",8.1,115000,3500000,HP,HPBa8
"National Institute of Technology - [NIT], Hamirpur",8.2,180200,1036000,HP,HPNa8
"IIT Mandi- Indian Institute of Technology - [IITM], Mandi",8.3,234750,1700000,HP,HPII8
"Maharaja Agrasen University - [MAU], Solan",8.5,120000,430000,HP,HPMa8
"Maharishi Markandeshwar - [MMU], Solan",8.5,148500,4415000,HP,HPMa8
"Shoolini University, Solan",8.5,235000,875000,HP,HPSh8
"Rawal Institutions, Faridabad",6.6,70000,240000,HR,HRRa6
"Galaxy Global Group of Institutions - [GGGI], Ambala",6.8,72130,900000,HR,HRGa6
"Hindustan Institute of Technology and Management - [HITM], Ambala",6.8,75000,572000,HR,HRHi6
"Technology Education and Research Integrated Institute - [TERII], Kurukshetra",6.9,79500,650000,HR,HRTe6
"Panipat Institute of Engineering & Technology - [PIET], Panipat",6.9,154000,180000,HR,HRPa6
"Geeta University, Panipat",6.9,170000,800000,HR,HRGe6
"Samalkha Group of Institutions - [SGI], Panipat",7.3,79500,1000000,HR,HRSa7
"Lingaya's Vidyapeeth, Faridabad",7.3,167000,650000,HR,HRLi7
"University Institute of Engineering and Technology, Maharshi Dayanand University - [UIET], Rohtak",7.4,74288,350000,HR,HRUn7
"Manav Rachna International Institute Of Research And Studies, Faculty of Engineering and Technology - [MRIIRSFET], Faridabad",7.4,196500,677000,HR,HRMa7
"J.C. Bose University Of Science And Technology, YMCA, Faridabad",7.5,102942,1500000,HR,HRJ.7
"Vaish College of Engineering, Rohtak",7.6,75540,1400000,HR,HRVa7
"University Institute of Engineering and Technology - [UIET], Kurukshetra",7.6,104900,1800000,HR,HRUn7
"Echelon Institute of Technology, Faridabad",7.8,88000,300000,HR,HREc7
"Manav Rachna International Institute of Research and Studies - [MRIIRS], Faridabad",7.8,181500,3850000,HR,HRMa7
"Al-Falah university - [AFU], Faridabad",7.9,85000,650000,HR,HRAl7
"OP Jindal University - [OPJU], Raigarh",7.9,135000,320000,HR,HROP7
"BRCM College of Engineering and Technology - [BRCMCET], Bhiwani",8.0,91400,1000000,HR,HRBR8
"Gurugram University, Gurgaon",8.1,40000,3000000,HR,HRGu8
"Delhi Technical Campus - [DTC], Jhajjar",8.1,69500,1150000,HR,HRDe8
"Modern Vidya Niketan - [MVN University], Palwal",8.2,128000,945000,HR,HRMo8
"National Institute of Technology - [NIT], Kurukshetra",8.2,159500,2140000,HR,HRNa8
"Delhi Engineering College, Faridabad",8.3,75000,400000,HR,HRDe8
"Geeta Engineering College - [GEC], Panipat",8.4,91000,450000,HR,HRGe8
"Manav Rachna University - [MRU], Faridabad",8.4,274500,300000,HR,HRMa8
"NIILM University, Kaithal",8.5,65000,500000,HR,HRNI8
"CBS Group of Institutions, Jhajjar",8.5,69800,1200000,HR,HRCB8
"Government College of Engineering and Technology - [GCET], Jammu",6.5,42920,730000,JK,JKGo6
"National Institute of Technology - [NIT], Srinagar",7.3,164500,900000,JK,JKNa7
"Model Institute of Engineering and Technology - [MIET], Jammu",7.8,96500,5430000,JK,JKMo7
"Silicon Institute of Technology - [SIT], Sambalpur",7.8,460000,480000,JK,JKSi7
"Islamic University of Science and Technology - [IUST], Pulwama",8.5,66200,1200000,JK,JKIs8
"IIT Jammu - Indian Institute of Technology - [IITJ], Jammu",8.7,279190,2100000,JK,JKII8
"SSM College of Engineering and Technology - [SSM], Baramulla",8.8,49000,1500000,JK,JKSS8
"RTC Institute of Technology - [RTCIT], Ranchi",7.0,74000,462000,JR,JRRT7
"Birla Institute of Technology - [BIT Mesra], Ranchi",7.3,303500,2500000,JR,JRBi7
"Sarala Birla University - [SBU], Ranchi",7.3,522200,1000000,JR,JRSa7
"Dumkal Institute of Engineering & Technology- [DIET], Murshidabad",7.4,59500,300000,JR,JRDu7
"Cambridge Institute of Technology - [CIT], Ranchi",7.4,78000,1200000,JR,JRCa7
"Usha Martin University - [UMU], Ranchi",7.4,187000,2030000,JR,JRUs7
"Govind Ballabh Pant Engineering College - [GBPEC], Garhwal",7.5,69015,500000,JR,JRGo7
"Jharkhand Rai University - [JRU], Ranchi",7.7,85000,900000,JR,JRJh7
"THDC Institute of Hydro Power Engineering and Technology, Garhwal",7.8,73500,1200000,JR,JRTH7
"Amity University, Ranchi",7.8,135000,480000,JR,JRAm7
"Birsa Institute of Technology - [BIT] Sindri, Dhanbad",7.9,20332,1031000,JR,JRBi7
"Sai Nath University, Ranchi",7.9,88000,400000,JR,JRSa7
"Ramgarh Engineering College - [REC], Ramgarh",8.0,,1020000,JR,JRRa8
"RKDF University, Ranchi",8.0,90000,2800000,JR,JRRK8
"YBN University - [YBN], Ranchi",8.1,69600,3200000,JR,JRYB8
"Indian Institute of Information Technology - [IIIT], Ranchi",8.1,214000,693000,JR,JRIn8
"Radha Govind University - [RGU], Ramgarh",8.2,60000,550000,JR,JRRa8
"National Institute of Foundry & Forge Technology - [NIFFT], Ranchi",8.3,47450,1495000,JR,JRNa8
"Birla Institute of Technology Extension Centre - [BIT], Deoghar",8.4,404700,5100000,JR,JRBi8
"ISM Dhanbad - Indian Institute of Technology - [IITISM], Dhanbad",8.5,240250,4000000,JR,JRIS8
"Moodalakatte Institute of Technology - [MITK], Udupi",6.4,70000,192000,KA,KAMo6
"Guru Nanak Dev Engineering College - [GNDEC ], Bidar",7.3,81000,2500000,KA,KAGu7
"Coorg Institute of Technology - [CIT], Kodagu",7.3,90340,1200000,KA,KACo7
"Government Engineering College - [GECH], Hassan",7.6,76360,600000,KA,KAGo7
"Bapuji Institute of Engineering and Technology - [BIET], Davanagere",7.6,93000,1000000,KA,KABa7
"Bahubali College of Engineering - [BCE], Hassan",7.7,87220,300000,KA,KABa7
"GM Institute of Technology - [GMIT], Davanagere",7.7,130000,240000,KA,KAGM7
"Indian Institute of information technology -[IIIT], Raichur",7.7,200000,8500000,KA,KAIn7
"Indian Institute of Information Technology - [IIITD], Dharwad",7.8,355000,5300000,KA,KAIn7
"Adichunchanagiri University - [ACU], Mandya",7.9,56930,1000000,KA,KAAd7
"PES College of Engineering - [PESCE], Mandya",8.0,76800,450000,KA,KAPE8
"NMAM Institute of Technology - [NMAMIT], Udupi",8.0,100000,4300000,KA,KANM8
"Rajeev Institute of Technology - [RIT], Hassan",8.0,235000,320000,KA,KARa8
"Malnad College of Engineering - [MCE], Hassan",8.0,238000,2000000,KA,KAMa8
"Tontadarya College of Engineering, Gadag",8.1,143748,420000,KA,KATo8
"BGS Institute of Technology - [BGSIT], Mandya",8.3,200000,550000,KA,KABG8
"SDM College of Engineering and Technology - [SDMCET], Dharwad",8.3,350000,200000,KA,KASD8
"Amrita Vishwa Vidyapeetham Bengaluru Campus, Bangalore",8.5,100000,850000,KA,KAAm8
"IIT Dharwad - Indian Institute of Technology - [IITD], Dharwad",8.8,241500,2038000,KA,KAII8
"Ahalia School of Engineering and Technology - [ASET], Palakkad",4.7,78000,400000,KL,KLAh4
"Sarabhai Institute of Science & Technology - [SIST] Vellanad, Thiruvananthapuram",4.8,50000,440000,KL,KLSa4
"College of Engineering Muttathara, Thiruvananthapuram",5.4,56705,1140000,KL,KLCo5
"University of Kerala, University College Of Engineering Kariavattom, Thiruvananthapuram",5.5,36750,436000,KL,KLUn5
"ILM College of Engineering and Technology - [ILMCET], Ernakulam",5.6,274000,235000,KL,KLIL5
"College of Engineering - [CEAL] Attingal, Thiruvananthapuram",6.1,42952,450000,KL,KLCo6
"Trinity College of Engineering, Thiruvananthapuram",6.4,40000,4600000,KL,KLTr6
"Lourdes Matha College of Science and Technology, Thiruvananthapuram",6.4,100400,300000,KL,KLLo6
"College of Engineering and Management - [CEM] Punnapara, Alappuzha",6.5,35000,240000,KL,KLCo6
"Calicut University Institute of Engineering Technology - [CUIET], Malappuram",6.7,42600,250000,KL,KLCa6
"Sree Narayana Guru Institute of Science and Technology - [SNGIST], Ernakulam",6.7,50000,1350000,KL,KLSr6
"Mangalam College of Engineering Ettumanoor - [MLM], Kottayam",6.7,75000,939795,KL,KLMa6
"Thangal Kunju Musaliar Institute of Technology - [TKM], Kollam",6.7,91350,450000,KL,KLTh6
"Government Engineering College - [GECI], Idukki",6.8,19800,2500000,KL,KLGo6
"Sri Vellappally Natesan College of Engineering - [SVNCE] Mavelikara, Alappuzha",6.8,50000,300000,KL,KLSr6
"Royal College of Engineering and Technology - [RCET], Thrissur",6.9,50000,320000,KL,KLRo6
"Muslim Association College of Engineering - [MACE], Thiruvananthapuram",6.9,65000,210000,KL,KLMu6
"ACE College of Engineering, Thiruvananthapuram",6.9,75000,360000,KL,KLAC6
"NSS College of Engineering - [NSSCE], Palakkad",7.1,8739,9700000,KL,KLNS7
"Travancore Engineering College - [TEC] Oyoor, Kollam",7.1,50000,1000000,KL,KLTr7
"Vimal Jyothi Engineering College - [VJEC], Kannur",7.1,75000,1000000,KL,KLVi7
"Rajiv Gandhi Institute of Technology - [RIT], Kottayam",7.2,22000,460000,KL,KLRa7
"John Cox Memorial CSI Institute of Technology Kannammoola, Thiruvananthapuram",7.2,65000,4200000,KL,KLJo7
"College of Engineering - [CEK] Kidangoor, Kottayam",7.3,35000,500000,KL,KLCo7
"College of Engineering - [CEM] Munnar, Idukki",7.3,85650,424448,KL,KLCo7
"Thejus Engineering College, Thrissur",7.3,88400,1000000,KL,KLTh7
"College of Engineering Perumon, Kollam",7.4,35000,800000,KL,KLCo7
"Malabar College of Engineering and Technology - [MCET], Thrissur",7.4,50000,300000,KL,KLMa7
"Nehru College of Engineering and Research Centre - [NCERC], Thrissur",7.4,50000,720000,KL,KLNe7
"L.B.S. College of Engineering - [LBSCEK], Kasaragod",7.4,57620,620000,KL,KLL.7
"Sree Narayana Gurukulam College of Engineering - [SNGCE], Ernakulam",7.4,72020,1208000,KL,KLSr7
"APJ Abdul Kalam Technological University - [KTU], Thiruvananthapuram",7.5,,520000,KL,KLAP7
"Government Engineering College - [GECK], Kozhikode",7.5,13710,4100000,KL,KLGo7
"Heera College of Engineering and Technology - [HCET] Nedumangad, Thiruvananthapuram",7.5,45000,220000,KL,KLHe7
"Mohandas College of Engineering and Technology - [MCET], Thiruvananthapuram",7.5,50000,216316,KL,KLMo7
"Vidya Academy of Science and Technology - [VAST], Thrissur",7.5,108611,300000,KL,KLVi7
"Government Engineering College - [GECSKP] Sreekrishnapuram , Palakkad",7.6,8225,420000,KL,KLGo7
"College of Engineering - [COE] Kallooppara, Pathanamthitta",7.6,35000,1200000,KL,KLCo7
